id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,bitflag
2866,обоуꙗти,V-,обоуѣті,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2867,трѣба,Nb,трѣба,16,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2868,исꙑпати,V-,ісъіпаті,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2869,рамо,Nb,рамо,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2870,съзꙑвати,V-,съзъіваті,4,,,,marianus,,,,,zogr_complete,264
2871,драгъма,Nb,драгъма,6,,,,marianus,,,,,zogr_complete,264
2872,въжиѕати,V-,въжізаті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2873,прилежьно,Df,прілежьно,13,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2874,дроуга,Nb,дроуга,2,,,,marianus,,,,,zogr_complete,264
2875,сѫсѣдꙑни,Nb,сѫсѣдъіні,2,,,,marianus,,,,,zogr_complete,264
2876,юнъ,A-,юнъ,19,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2877,блѫдьно,Df,блѫдьно,2,,,,marianus,,,,,zogr_complete,264
2878,лишити,V-,лішіті,19,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2879,жителинъ,Nb,жітелінъ,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2880,желати,V-,желаті,20,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
2881,рожьць,Nb,рожьць,2,,,,marianus,,,,,zogr_complete,264
2882,избꙑвати,V-,ізбъіваті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2883,гꙑбати,V-,гъібаті,3,,,,marianus,,,,,zogr_complete,264
2884,изнести,V-,ізнесті,11,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2885,прьстень,Nb,прьстень,2,,,,marianus,,,,,zogr_complete,264
2886,тельць,Nb,тельць,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2887,заклати,V-,заклаті,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2888,изгꙑбнѫти,V-,ізгъібнѫті,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2889,пѣниѥ,Nb,пѣніе,19,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2890,ликъ,Nb,лікъ,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2891,прѣстѫпити,V-,прѣстѫпіті,15,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2892,козьлѧ,Nb,козьлѧ,2,,,,marianus,,,,,zogr_complete,264
2893,изѣсти,V-,ізѣсті,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2894,питомъ,A-,пітомъ,2,,,,marianus,,,,,zogr_complete,264
2895,домовьнъ,A-,домовьнъ,2,,,,marianus,,,,,zogr_complete,264
2896,строѥниѥ,Nb,строеніе,2,,,,marianus,,,,,,8
2897,копати,V-,копаті,9,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2898,корьць,Nb,корьць,1,,,,marianus,,,,,,8
2899,похвалити,V-,похваліті,25,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
2900,икономъ,Nb,ікономъ,2,,,,marianus,,,,,zogr_complete,264
2901,мѫдрѣ,Df,мѫдрѣ,2,,,,marianus,,,,,zogr_complete,264
2902,мамонинъ,A-,мамонінъ,2,,,,marianus,,,,,zogr_complete,264
2903,оскѫдѣти,V-,оскѫдѣті,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2904,сьребролюбьць,Nb,сьребролюбьць,2,,,,marianus,,,,,zogr_complete,264
2905,подражати,V-,подражаті,16,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2906,оправьдати,V-,оправьдаті,5,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2907,поръфѵра,Nb,поръфура,2,,,,marianus,,,,,zogr_complete,264
2908,вѵссонъ,Nb,вуссонъ,2,,,,marianus,,,,,zogr_complete,264
2909,лазаръ,Ne,лазаръ,60,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2910,гноинъ,A-,гноінъ,2,,,,marianus,,,,,zogr_complete,264
2911,облизати,V-,облізаті,2,,,,marianus,,,,,zogr_complete,264
2912,оустоудити,V-,оустоудіті,2,,,,marianus,,,,,zogr_complete,264
2913,пламꙑ,Nb,пламъі,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2914,пропадь,Nb,пропадь,1,,,,marianus,,,,,,8
2915,възмагати,V-,възмагаті,2,,,,marianus,,,,,zogr_complete,264
2916,засъвѣдѣтельствовати,V-,засъвѣдѣтельствоваті,3,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2917,мѫчьнъ,A-,мѫчьнъ,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2918,седморицеѭ,Df,седморіцеѭ,6,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2919,сѵкамина,Nb,сукаміна,2,,,,marianus,,,,,zogr_complete,264
2920,въздьрати,V-,въздьраті,2,,,,marianus,,,,,zogr_complete,264
2921,орати,V-,ораті,2,,,,marianus,,,,,zogr_complete,264
2922,вечерꙗти,V-,вечерѣті,2,,,,marianus,,,,,zogr_complete,264
2923,самариꙗ,Ne,самаріѣ,4,,,,marianus,,,,,zogr_complete,264
2924,въздаꙗти,V-,въздаѣті,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2925,сѫмьнѣниѥ,Nb,сѫмьнѣніе,7,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2926,погънати,V-,погънаті,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2927,подънебесьскъ,A-,подънебесьскъ,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2928,свьтѣти,V-,свьтѣті,13,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2929,лотовъ,A-,лотовъ,5,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2930,саждати,V-,саждаті,2,,,,marianus,,,,,zogr_complete,264
2931,лотъ,Ne,лотъ,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2932,одъждити,V-,одъждіті,4,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2933,жоупелъ,Nb,жоупелъ,3,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2934,поминати,V-,помінаті,18,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
2935,живити,V-,жівіті,18,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2936,срамлꙗти,V-,срамлѣті,12,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2937,дльгъ,A-,дльгъ,8,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2938,застоꙗти,V-,застоѣті,2,,,,marianus,,,,,zogr_complete,264
2939,мьсть,Nb,мьсть,17,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2940,скоръ,A-,скоръ,7,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2941,надѣꙗти,V-,надѣѣті,49,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2942,оуничьжати,V-,оунічьжаті,2,,,,marianus,,,,,zogr_complete,264
2943,неправьдьникъ,Nb,неправьдьнікъ,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2944,прѣлюбодѣи,Nb,прѣлюбодѣі,3,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2945,притѧжати,V-,прітѧжаті,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2946,прьси,Nb,прьсі,17,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2947,закьхеи,Ne,закьхеі,10,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2948,прѣди,Df,прѣді,19,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2949,сѵкомариꙗ,Nb,сукомаріѣ,2,,,,marianus,,,,,zogr_complete,264
2950,потъщати,V-,потъштаті,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2951,четворица,Nb,четворіца,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2952,занѥже,G-,занеже,5,,,,marianus,,supr_y_fixed,,,,40
2953,мънасъ,Nb,мънасъ,20,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2954,гражданинъ,Nb,гражданінъ,11,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2955,цѣсарьствовати,V-,цѣсарьствоваті,20,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2956,придѣлати,V-,прідѣлаті,2,,,,marianus,,,,,zogr_complete,264
2957,оуброусъ,Nb,оуброусъ,3,,,,marianus,,,,,zogr_complete,264
2958,ꙗръ,A-,ѣръ,5,,,,marianus,,,,vit-meth_4_removed,zogr_complete,392
2959,пѣнѧжьникъ,Nb,пѣнѧжьнікъ,3,,,,marianus,,,,,zogr_complete,264
2960,истѧѕати#2,V-,істѧзаті#2,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2961,прѣдъстоꙗти,V-,прѣдъстоѣті,10,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2962,елеонъ,Ne,елеонъ,4,,,,marianus,,,,,zogr_complete,264
2963,прѣмьнь,A-,прѣмьнь,2,,,,marianus,,,,,zogr_complete,264
2964,къде,Df,къде,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2965,възврѣщи,V-,възврѣшті,3,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2966,низъхождениѥ,Nb,нізъхожденіе,2,,,,marianus,,,,,zogr_complete,264
2967,оукрꙑти,V-,оукръіті,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2968,осѣсти,V-,осѣсті,2,,,,marianus,psal-sin_sentence_removed,,,,,24
2969,разбити,V-,разбіті,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2970,посѣщениѥ,Nb,посѣштеніе,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2971,състати,V-,състаті,2,,,,marianus,,,,,zogr_complete,264
2972,извѣстьнъ,A-,ізвѣстьнъ,6,,,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,424
2973,оуꙗзвити,V-,оуѣзвіті,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2974,негъли,Df,негълі,15,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2975,засѣдьникъ,Nb,засѣдьнікъ,1,,,,marianus,,,,,,8
2976,право,Df,право,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,120
2977,бещѧдьнъ,A-,бештѧдьнъ,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2978,оулоучити,V-,оулоучіті,5,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2979,псалъмьскъ,A-,псалъмьскъ,4,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2980,прѣждезъваниѥ,Nb,прѣждезъваніе,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2981,болѥ,Df,боле,4,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2982,нестроѥниѥ,Nb,нестроеніе,2,,,,marianus,,,,,zogr_complete,264
2983,моръ,Nb,моръ,1,,,,marianus,,,,,,8
2984,страхованиѥ,Nb,страхованіе,2,,,,marianus,,,,,zogr_complete,264
2985,оумрьтвити,V-,оумрьтвіті,18,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2986,остоꙗти,V-,остоѣті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2987,мьщениѥ,Nb,мьштеніе,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2988,остриѥ,Nb,остріе,3,,,,marianus,,,,,zogr_complete,264
2989,плѣнити,V-,плѣніті,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
2990,тѫга,Nb,тѫга,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2991,нечаꙗниѥ,Nb,нечаѣніе,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2992,възмѫщениѥ,Nb,възмѫштеніе,6,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2993,издꙑхати,V-,іздъіхаті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2994,прошибати,V-,прошібаті,2,,,,marianus,,,,,zogr_complete,264
2995,отѧжати,V-,отѧжаті,1,,,,marianus,,,,,,8
2996,обѣданиѥ,Nb,обѣданіе,2,,,,marianus,,,,,zogr_complete,264
2997,пиꙗньство,Nb,піѣньство,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2998,въдварꙗти,V-,въдварѣті,3,,,,marianus,,supr_y_fixed,,,,40
2999,искариотъ,Ne,іскаріотъ,3,,,,marianus,,,,,zogr_complete,264
3000,число,Nb,чісло,23,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
3001,желѣниѥ,Nb,желѣніе,2,,,,marianus,,,,,zogr_complete,264
3002,доидеже,G-,доідеже,30,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3003,вечерꙗниѥ,Nb,вечерѣніе,2,,,,marianus,,,,,zogr_complete,264
3004,пьрꙗ,Nb,пьрѣ,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
3005,благодатель,Nb,благодатель,1,,,,marianus,,,,,,8
3006,завѣщавати,V-,завѣштаваті,4,,,,marianus,psal-sin_sentence_removed,,vit-const,,zogr_complete,344
3007,завѣщати,V-,завѣштаті,9,,,,marianus,psal-sin_sentence_removed,,vit-const,,zogr_complete,344
3008,нѣкогда,Df,нѣкогда,8,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3009,въмѣнити,V-,въмѣніті,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3010,довольно,Df,довольно,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3011,остѫпити,V-,остѫпіті,5,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,120
3012,врьжениѥ,Nb,врьженіе,2,,,,marianus,,,,,zogr_complete,264
3013,оукрѣплꙗти,V-,оукрѣплѣті,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3014,подвигъ,Nb,подвігъ,18,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,488
3015,потъ,Nb,потъ,11,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3016,каплꙗ,Nb,каплѣ,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3017,капати,V-,капаті,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3018,отърѣзати,V-,отърѣзаті,2,,,,marianus,,,,,zogr_complete,264
3019,стратигъ,Nb,стратігъ,7,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
3020,възгнѣтити,V-,възгнѣтіті,9,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3021,закрꙑти,V-,закръіті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3022,вадити,V-,вадіті,8,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3023,развращати,V-,развраштаті,9,,,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,424
3024,възбранꙗти,V-,възбранѣті,8,,,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,424
3025,радъ,A-,радъ,9,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3026,желѣти,V-,желѣті,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3027,оукорити,V-,оукоріті,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3028,вражьда,Nb,вражьда,10,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3029,крамола,Nb,крамола,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3030,архиереискъ,A-,архіереіскъ,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3031,посѫдити,V-,посѫдіті,2,,,,marianus,,,,,zogr_complete,264
3032,повести,V-,повесті,4,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3033,кѵринѣи,Nb,курінѣі,2,,,,marianus,,,,,zogr_complete,264
3034,иѥроусалимьскъ,A-,іероусалімьскъ,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
3035,сꙑръ,A-,съіръ,2,,,,marianus,,,,,zogr_complete,264
3036,раздѣлꙗти,V-,раздѣлѣті,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3037,пристѫпати,V-,прістѫпаті,8,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
3038,придѣꙗти,V-,прідѣѣті,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3039,евреискъ,A-,евреіскъ,4,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
3040,раи,Nb,раі,15,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,488
3041,помрькнѫти,V-,помрькнѫті,1,,,,marianus,,,,,,8
3042,позоръ,Nb,позоръ,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3043,никогдаже,Df,нікогдаже,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3044,рано,Df,рано,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3045,недомꙑслити,V-,недомъісліті,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3046,бльщати,V-,бльштаті,4,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3047,приникнѫти,V-,прінікнѫті,8,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
3048,стадии,Nb,стадіі,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3049,емаоусъ,Ne,емаоусъ,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3050,клеопа,Ne,клеопа,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3051,оужасити,V-,оужасіті,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3052,несъмꙑсльнъ,A-,несъмъісльнъ,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3053,мѫдьнъ,A-,мѫдьнъ,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3054,приклонити,V-,пріклоніті,13,,,,marianus,psal-sin_sentence_removed,,,,,24
3055,ищезнѫти,V-,іштезнѫті,11,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3056,съвъкоупити,V-,съвъкоупіті,5,,,,marianus,,supr_y_fixed,vit-const,,,104
3057,прѣломлѥниѥ,Nb,прѣломленіе,2,,,,marianus,,supr_y_fixed,,,,40
3058,съмѫтити,V-,съмѫтіті,11,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3059,осѧѕати,V-,осѧзаті,4,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3060,сънѣдьнъ,A-,сънѣдьнъ,2,,,,marianus,,,,,,8
3061,бъчела,Nb,бъчела,2,,,,marianus,psal-sin_sentence_removed,,,,,24
3062,сътъ,Nb,сътъ,4,,,,marianus,psal-sin_sentence_removed,,,vit-meth_4_removed,,152
3063,псалъмъ,Nb,псалъмъ,98,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
3064,обѣтованиѥ,Nb,обѣтованіе,5,,,,marianus,psal-sin_sentence_removed,,vit-const,vit-meth_4_removed,zogr_complete,472
3065,месиꙗ,Ne,месіѣ,3,,,,marianus,,,,,zogr_complete,264
3066,кифа,Ne,кіфа,2,,,,marianus,,,,,zogr_complete,264
3067,натанаилъ,Ne,натанаілъ,12,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3068,издраилѣнинъ,Nb,іздраілѣнінъ,1,,,,marianus,,,,,,8
3069,низъходити,V-,нізъходіті,8,,,,marianus,psal-sin_sentence_removed,,,,,24
3070,кана,Ne,кана,6,,,,marianus,,,,,zogr_complete,264
3071,водоносъ,Nb,водоносъ,4,,,,marianus,,,,,zogr_complete,264
3072,камѣнъ,A-,камѣнъ,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3073,почрѣти,V-,почрѣті,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3074,архитриклинъ,Nb,архітріклінъ,6,,,,marianus,,,,,zogr_complete,264
3075,оупити,V-,оупіті,6,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
3076,тачаи,A-,тачаі,2,,,,marianus,,,,,zogr_complete,264
3077,начѧтъкъ,Nb,начѧтъкъ,22,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3078,бичь,Nb,бічь,2,,,,marianus,,supr_y_fixed,,,,40
3079,врьвь,Nb,врьвь,2,,,,marianus,,supr_y_fixed,,,,40
3080,расꙑпати,V-,расъіпаті,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3081,опроврѣщи,V-,опроврѣшті,1,,,,marianus,,,,,,8
3082,коупльнъ,A-,коупльнъ,1,,,,marianus,,,,,,8
3083,жалость,Nb,жалость,3,,,,marianus,psal-sin_sentence_removed,,,,,24
3084,въдаꙗти,V-,въдаѣті,4,,,,marianus,,supr_y_fixed,vit-const,,,104
3085,имьже,G-,імьже,21,,,,marianus,,supr_y_fixed,,,,40
3086,никодимъ,Ne,нікодімъ,12,,,,marianus,,supr_y_fixed,,,,40
3087,съвꙑше,Df,съвъіше,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
3088,камо,Du,камо,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3089,енънонъ,Ne,енънонъ,1,,,,marianus,,,,,,8
3090,салимъ,Ne,салімъ,1,,,,marianus,,,,,,8
3091,сътѧѕаниѥ,Nb,сътѧзаніе,1,,,,marianus,,,,,,8
3092,жениховъ,A-,женіховъ,2,,,,marianus,,,,,,8
3093,мьнити,V-,мьніті,4,,,,marianus,,supr_y_fixed,,,,40
3094,съвѣдѣтельствиѥ,Nb,съвѣдѣтельствіе,1,,,,marianus,,,,,,8
3095,запечатьлѣти,V-,запечатьлѣті,5,,,,marianus,,supr_y_fixed,vit-const,,,104
3096,самарьскъ,A-,самарьскъ,1,,,,marianus,,,,,,8
3097,сѵхарь,Ne,сухарь,1,,,,marianus,,,,,,8
3098,искрь,R-,іскрь,1,,,,marianus,,,,,,8
3099,самарѣнꙑни,Nb,самарѣнъіні,2,,,,marianus,,,,,,8
3100,почрьпало,Nb,почрьпало,1,,,,marianus,,,,,,8
3101,глѫбокъ,A-,глѫбокъ,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3102,почрьпати,V-,почрьпаті,6,,,,marianus,,supr_y_fixed,vit-const,,,104
3103,поклоньникъ,Nb,поклоньнікъ,1,,,,marianus,,,,,,8
3104,тъгдажде,Df,тъгдажде,2,,,,marianus,,supr_y_fixed,,,,40
3105,плавъ,A-,плавъ,1,,,,marianus,,,,,,8
3106,истовъ,A-,істовъ,7,,,,marianus,,supr_y_fixed,vit-const,,,104
3107,кꙑи,Pr,къіі,12,,,,marianus,,supr_y_fixed,,,,40
3108,соулѣе,Df,соулѣе,1,,,,marianus,,,,,,8
3109,вьчера,Df,вьчера,10,,,,marianus,,supr_y_fixed,,,,40
3110,кѫпѣль,Nb,кѫпѣль,11,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3111,евреискꙑ,Df,евреіскъі,5,,,,marianus,,,,,,8
3112,витезда,Ne,вітезда,1,,,,marianus,,,,,,8
3113,притворъ,Nb,прітворъ,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3114,движениѥ,Nb,двіженіе,1,,,,marianus,,,,,,8
3115,възмѫщати,V-,възмѫштаті,4,,,,marianus,,supr_y_fixed,,,,40
3116,вълазити,V-,вълазіті,10,,,,marianus,,supr_y_fixed,,,,40
3117,възмѫтити,V-,възмѫтіті,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3118,оуклонити,V-,оуклоніті,29,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,120
3119,зане,G-,зане,31,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
3120,свьтѣниѥ,Nb,свьтѣніе,1,,,,marianus,,,,,,8
3121,никъдеже,Df,нікъдеже,7,,,,marianus,,supr_y_fixed,,,,40
3122,тивериꙗдьскъ,A-,тіверіѣдьскъ,2,,,,marianus,,,,,,8
3123,аньдреи,Ne,аньдреі,6,,,,marianus,,supr_y_fixed,vit-const,,,104
3124,ѩчьнъ,A-,ѧчьнъ,2,,,,marianus,,,,,,8
3125,селикъ,Pd,селікъ,6,,,,marianus,,supr_y_fixed,vit-const,,,104
3126,въсхꙑтити,V-,въсхъітіті,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3127,дꙑхати,V-,дъіхаті,5,,,,marianus,,supr_y_fixed,,,,40
3128,грети,V-,греті,1,,,,marianus,,,,,,8
3129,тивериꙗ,Ne,тіверіѣ,2,,,,marianus,,,,,zogr_complete,264
3130,манъна,Nb,манъна,4,,,,marianus,psal-sin_sentence_removed,,,,,24
3131,животьнъ,A-,жівотьнъ,21,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,184
3132,пьрѣти,V-,пьрѣті,12,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,,232
3133,пиво,Nb,піво,2,,,,marianus,,,vit-const,,,72
3134,живлꙗти,V-,жівлѣті,1,,,,marianus,,,,,,8
3135,скинопигиꙗ,Nb,скінопігіѣ,1,,,,marianus,,,,,,8
3136,таи,Df,таі,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
3137,ръпътъ,Nb,ръпътъ,1,,,,marianus,,,,,,8
3138,льстити,V-,льстіті,12,,,,marianus,,supr_y_fixed,,,,40
3139,прѣполовлѥниѥ,Nb,прѣполовленіе,3,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3140,обрѣзаниѥ,Nb,обрѣзаніе,8,,,,marianus,,,vit-const,,,72
3141,обрѣзати#2,V-,обрѣзаті#2,1,,,,marianus,,,,,,8
3142,поискати,V-,поіскаті,3,,,,marianus,,supr_y_fixed,,,,40
3143,расѣꙗниѥ,Nb,расѣѣніе,2,,,,marianus,psal-sin_sentence_removed,,,,,24
3144,истещи,V-,істешті,6,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3145,распьрꙗ,Nb,распьрѣ,3,,,,marianus,,,,,,8
3146,оугодьнъ,A-,оугодьнъ,9,,,,marianus,,supr_y_fixed,vit-const,,,104
3147,свободити,V-,свободіті,14,,,,marianus,,supr_y_fixed,,,,40
3148,свободь,A-,свободь,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,184
