id|old_id|lemma|annotated|lemma_for_sanity_check|match|vr_lev|vr_status|CSR|CSR_form|imperative|question|HE response|AB response to response|JW comment|lemma_id|pos|true_frequency|frequency|lemma_has_jer|jer_tokens|tokens
1472|1666|съчинити|2|съчинити|сочинить||||||||||169726|V-|5|5|true||"счинивъ|счини|счинилъ"
1473|1667|кънижица|2|кънижица|книжица||||||||||170093|Nb|5|5|true||"книжицѣ|книжицы|кⸯнижицы|кⸯнижицꙋ|кⸯнижица"
1474|1668|коньчьнии|2|коньчьнии|конечный||||||doublet||||170466|A-|5|5|true||"конечнѧгѡ|конечнѧго|конечнии|конечнѧѧ|Конечнѣе"
1475|1038|осквьрняти|1|осквьрняти|осквернять|0.2|||||||||129760|V-|4|9|true||"ѡсквернѧху|ѡсквернѧеть|ѡсквернѧете|ѡсквернѧть"
1476|1104|градъкъ|1|градъкъ|городок|0.5714285714|||||South/East issue||||120729|Nb|4|8|true||"градокъ|градок|градоко"
1477|1113|золотьникъ|1|золотьникъ|золотник|0.5714285714|||||||||124540|Nb|4|8|true||"золотьникѣ|золотникъ|золотника"
1478|1114|кърсуньскыи|1|кърсуньскыи|корсунский|0.3636363636|||||doublet||||124614|A-|4|8|true||"корсуньстѣи|корсуньскую|корсуньскыя"
1479|1121|противьникъ|1|противьникъ|противник|0.1818181818|||||||||125441|Nb|4|8|true||"противника|противнику|противникъ"
1480|1124|вълчии|1|вълчии|волчий|0.3333333333|||||||||130010|A-|4|8|true||"волъчии|волъчья"
1481|1125|сквьрньныи|1|сквьрньныи|скверный||||||no match?|why not скверный?|brain slugs, as usual||130080|A-|4|8|true||"скверньная|скверньную|скверньных|сквѣрньнꙑ"
1482|1134|лукъно|1|лукъно||0.9090909091|||||||||131278|Nb|4|8|true||"луконъ|лукна|лукно"
1483|1138|мьщение|1|мьщение|мщение|0.7142857143|||||||||131917|Nb|4|8|true|мьщенья|"мьщенья|мщенье|мщеньѥ"
1484|1154|вирьникъ|1|вирьникъ||0.9|||||||||154074|Nb|4|8|true||вирнику
1485|1192|тиверьци|1|тиверьци|тиверцы||||||||||121140|Nb|4|7|true||"тиверьци|тѣверци|тѣверьцѣ|тиверци"
1486|1193|македоньскыи|1|македоньскыи|македонский|0.25|||||||||121216|A-|4|7|true||"макидоньску|македоньскымъ|македоньскым|македоньску"
1487|1194|расѣяти|1|расѣяти|рассеять||||||||||122589|V-|4|7|false|"расъсѣя|расъсѣю"|"расъсѣя|расъсѣю|расѣю|разсѣѧти"
1488|1195|полудьньныи|1|полудьньныи|полуденный|0.2727272727|||||||||122638|A-|4|7|true||"полуденьная|полуденьныя|полѹдьньныи|полѹдн҃ьн꙽наго"
1489|1197|дънѣпрьскыи|1|дънѣпрьскыи|днепрский|0.5454545455|||||Marginal, perhaps skip|no strong opinion|||122817|A-|4|7|true||"днѣпрьское|днѣпрьскою|днѣпрьскомь"
1490|1199|жалобьныи|1|жалобьныи|жалобный|0.2222222222|||||||||123612|A-|4|7|true||"жалобныя|жалобных|жалобнѡ"
1491|1214|развратити|1|развратити|развратить|0.3|||||||||130155|V-|4|7|false|разъврати|"разъвращена|разъвращено|разъврати|развращеннымъ"
1492|1224|пьрсть|1|пьрсть|персть|0.6666666667|||||||||130779|Nb|4|7|true||"перьсть|перстью|персти|перʼсть"
1493|1230|възвысити|1|възвысити|возвысить|0.5454545455|||||||||131669|V-|4|7|true|възвыси|"възвысила|възвыси|възвышь|воз꙽высит"
1494|1232|оправьдити|1|оправьдити||0.3||||||not really a match?|||131716|V-|4|7|true||"ѡправдит|ѡправдите|ѡправдивъ|ѡправдивше"
1495|1233|набъдѣти|1|набъдѣти||0.7|||||||||132097|V-|4|7|true||"набдѧщю|набдѧ|набдите|набъдꙗ"
1496|1295|ръпътати|1|ръпътати|роптать||||||||||121285|V-|4|6|true|"ропьщють|ропьщют"|"ропьщють|роптати|ропьщют|роп꙽ща"
1497|1297|раздѣление|1|раздѣление|разделение||||||||||122636|Nb|4|6|false|раздѣленья|"раздѣленьи|раздѣленья|разделение|раздѣленїи"
1498|1305|отътудѣ|1|отътудѣ|оттуда|0.2857142857|||||skip?||||124189|Df|4|6|true||ѿтудѣ
1499|1306|объновити|1|объновити|обновить|0.2222222222|||||||||124462|V-|4|6|true||"ѡбновити|ѡбновленъ|обновиша|ѡбновивы и"
1500|1314|подъступити|1|подъступити|подступить|0.1818181818|||||||||125188|V-|4|6|true|"подъступимъ|подъступиша"|"путе|подъступимъ|подъступиша"
1501|1315|дьньница|1|дьньница|денница|0.8666666667|||||||||125314|Nb|4|6|true|днеьница|"деньица|днеьница|д҃ньница|дьньница"
1502|1316|вьчера|1|вьчера|вчера|0.1666666667|||||||||125393|Df|4|6|true||"вчера|вьчера"
1503|1318|пригънати|1|пригънати|пригнать||||||||||125610|V-|4|6|true||"пригна|пригнавше"
1504|1319|нечьстие|1|нечьстие|нечестие|0.125|||||||||125679|Nb|4|6|true|нечестья|"нечестья|нечестьемь|нечистиемь|нечестїа"
1505|1322|съвъкупление|1|съвъкупление|совокупление|0.1666666667|||||||||130152|Nb|4|6|true|совкупленья|"совкупленья|совокуплении|съвъкѹплениѥ|совокуплением"
1506|1324|съкрывати|1|съкрывати|скрывать||||||||||130649|V-|4|6|true||"скрываите|скрывати|скрываете"
1507|1325|лъжица|1|лъжица||0.5|||||||||130672|Nb|4|6|true|лъжици|"лжицею|лъжицами|лжицѣ|лъжици"
1508|1326|лѣтописьць|1|лѣтописьць|летописец|0.3|||||||||130763|Nb|4|6|true||"лѣтописець|лѣтописцех|лѣтописце|лѣтописецъ"
1509|1327|человѣчьство|1|человѣчьство|человечество|0.1666666667|||||||||130887|Nb|4|6|true||"члвчтсва|чл҃вчство|чловѣчьствѣ|чл҃вѣчества"
1510|1328|безгрѣшьныи|1|безгрѣшьныи|безгрешный|0.2727272727|||||||||130890|A-|4|6|true||"безгрѣно|безъгрѣшныи|безгрѣшенъ"
1511|1329|въскърмити|1|въскърмити|вскормить|0.7|||||||||131028|V-|4|6|true||"вскормихъ|всокрми|въскормили|въскръмлени"
1512|1330|възмьздие|1|възмьздие|возмездие|0.2222222222|||||||||131074|Nb|4|6|true||"възмездье|възьмездье|възмьздиѥ"
1513|1332|супротивьныи|1|супротивьныи|супротивный||||||||||131138|A-|4|6|true||"супротивнаго|супротивен|съпротивна"
1514|1334|налияти|1|налияти||0.375|||||skip?|I think so, different suffix|||131276|V-|4|6|false|нальяша|"нальяти|нальяша|налиꙗти|налиꙗша"
1515|1336|вышегородьць|1|вышегородьць|вышгородец|0.25|||||||||131596|Nb|4|6|true||"вышегородьци|выгошевци|вꙑшегородци|вышегородци"
1516|1337|пронырьство|1|пронырьство|пронырство||||||||||131682|Nb|4|6|true|"пронырьства|пронырьс꙽тва"|"пронырьства|пронырьство|пронырьс꙽тва"
1517|1343|вьсеславль|1|вьсеславль||0.4|||||||||132061|A-|4|6|true||"всеславль|всеславлю|Всеславли|Всеславлю"
1518|1345|умякъчити|1|умякъчити|умягчить|0.4444444444|||||||||132114|V-|4|6|true||"оумѧчи|оумѧкчить|умягчил|умягчили"
1519|1354|вълшьвение|1|вълшьвение||0.8|||||||||132636|Nb|4|6|true||"волъшвенья|волъшвеньемь|волшвенїемъ|вѡлшвенїе"
1520|1356|прильпнути|1|прильпнути|||||||correct?|not a match (but we do have two occurrences of прильнути)|||132677|V-|4|6|true||"прилпе|прилпни|прилноулъ"
1521|1366|свѣтьло|1|свѣтьло|светло|0.2857142857|||||||||133442|Df|4|6|true||свѣтло
1522|1462|съмѣсити|1|съмѣсити|смесить||||||||||120321|V-|4|5|true|съмѣси|"съмѣси|смѣшено|смѣси"
1523|1465|брачьныи|1|брачьныи|брачный|0.25|||||||||123252|A-|4|5|true||"брачныи|брачным|брачнѣ|брачными"
1524|1474|къняжия|1|къняжия||0.85|||||||||124459|Nb|4|5|true|кнѧжья|"кнѧжья|кнѧжьꙗ|кнѧжьею"
1525|1476|прѣдълагати|1|прѣдълагати|предлагать||||||||||124708|V-|4|5|true||"предлагалъ|предлагаа|предлагаема|предлагаю"
1526|1477|въсхыщати|1|въсхыщати||0.7777777778|||||||||124825|V-|4|5|true||"восхищаютъ|восхищая|восхищают"
1527|1480|мужьскы|1|мужьскы|мужески|0.6363636364|||||||||125444|Df|4|5|true||"мужьски|мужьскы|мѹжески|мѹжескы"
1528|1482|съвѣщевати|1|съвѣщевати||0.5|||||skip?|skip, not a real match|||125687|V-|4|5|true|"съвѣщеваше|съвѣщевахꙋ"|"свѣщевають|съвѣщевати|съвѣщеваше|съвѣщевахꙋ"
1529|1484|благоразумьныи|1|благоразумьныи|благоразумный|0.7142857143|||||||||129837|A-|4|5|true||"бл҃горазѹмна|бл҃горазѹмно|бл҃горазѹмнымъ|бл҃горазумна"
1530|1486|онъдѣ|1|онъдѣ||1||||||deleted там!|||130113|Df|4|5|true||"ѡнъдѣ|ѡндѣ|онъде"
1531|1491|маньна|1|маньна|манна|0.1666666667|||||||||130330|Nb|4|5|true||"ману|манна|маннѹ"
1532|1498|гридьница|1|гридьница|гридница|0.1111111111|||||||||130664|Nb|4|5|true|гридьницѣ|"гридьницѣ|гридницю|гридницѣ"
1533|1499|безначальныи|1|безначальныи|безначальный|0.0833333333|||||||||130834|A-|4|5|true||"безначаленъ|безначалныи|безначалномоу|безначалным"
1534|1500|истьлѣние|1|истьлѣние|истление|0.2222222222|||||||||130891|Nb|4|5|true|истлѣнья|"истлѣнья|ис꙽тлѣнїе|истлѣнїѧ|истлѣнїа"
1535|1502|кърмля|2|кърмля||0.5555555556|||||||||131317|Nb|4|5|true||"кормлю|кормлею"
1536|1503|кърчага|2|кърчага|корчага|1|||||||||131325|Nb|4|5|true|къръчагъ|"корчаги|корчагу|къръчагъ|къръчагѹ"
1537|1504|прѣльстьныи|2|прѣльстьныи|прелестный|0.7272727273||||||прелестный!|||131552|A-|4|5|true||"прелестнѣмь|прельстьнѣмь|прелестнаго|прелестное"
1538|1505|вышегородьскыи|2|вышегородьскыи|вышгородский|0.2857142857|||||||||131594|A-|4|5|true||"вышегородьскыѣ|вышегородьскыи"
1539|1506|съвьршение|2|съвьршение|свершение, совершение||||||||||131615|Nb|4|5|true|свершеньꙗ|"свершенье|свершеньꙗ|свѣршениемъ|съврьшениѥ"
1540|1507|высокоумие|2|высокоумие|высокомерие|0.2727272727|||||||||131687|Nb|4|5|false|высокѹмьꙗ|"высокооумъемь|вꙑсокоѹмье|высокѹмьꙗ|высокоꙋмьем"
1541|1509|плотьникъ|2|плотьникъ|плотник||||||||||131871|Nb|4|5|true||"плотникъ|плотники|плотници|п]л[о]тници"
1542|1511|попьрище|2|попьрище|поприще||||||||||132278|Nb|4|5|true|попьрищь|"поприщь|попьрищь"
1543|1515|вълагати|2|вълагати|влагать|0.5|||||||||132545|V-|4|5|true||"влагающе|влагай|влагають|вълагаи"
1544|1516|порьвьновати|2|порьвьновати|поревновать||||||||||132591|V-|4|5|true||"поревнуемъ|поревновавше|поревнꙋет|поревнꙋютъ"
1545|1518|сьсь|2|сьсь||1|||||||||132616|Pd|4|5|true||сесь
1546|1519|съблюдение|2|съблюдение|соблюдение|0.5|||||||||132619|Nb|4|5|true||"сблюденье|съблюдение|съблюдениѥ"
1547|1520|прѣдьржати|2|прѣдьржати|||||||only in власть предержащие||||132625|V-|4|5|true||"предержащю|предьржаи|прѣдьрьжащи|прѣдрьжѧщоу"
1548|1522|позьрѣти|2|позьрѣти|||||||||||132665|V-|4|5|true||"позрѣ|позриши|позрѧ|позримъ"
1549|1524|въкушение|2|въкушение|вкушение|0.5555555556|||||||||132738|Nb|4|5|true||"вкѹшенїе|вкушенью|вкѹшенїѧ|в꙽кѹшенїѧ"
1550|1525|тряпезьница|2|тряпезьница|трапезница||||||||||132781|Nb|4|5|true||"трѧпезницю|трьпезницю|трѧпезьници"
1551|1528|суботьныи|2|суботьныи|субботний||||||||||133028|A-|4|5|true||"суботному|суботныи|суботьнѣи|суботьныи"
1552|1529|сыропустьныи|2|сыропустьныи|сыропустный||||||||||133042|A-|4|5|true||"сыропусную|сꙑропѹ҃стнѹю|сꙑропѹс҃нꙑꙗ|сꙑропѹс҃ю"
1553|1530|расъмотрѣние|2|расъмотрѣние|рассмотрение||||||||||133078|Nb|4|5|true||"расмотреньѥмь|расмотреньем|расмотрения|разсмотрѣнью"
1554|1531|льгота|2|льгота|льгота|0|||||||||133490|Nb|4|5|true||"лготу|льготꙋ|лготы|лготѣ"
1555|1534|тъчьныи|2|тъчьныи|точный||||||||||133572|A-|4|5|true||"точными|тъчьнъ|тъчьны|точенъ"
1556|1535|чьрньчьство|2|чьрньчьство|чернечество|0.2727272727|||||||||133632|Nb|4|5|true||"чернечьство|чьрнецьстве|чернечес꙽твѣ|чернечес꙽тва"
1557|1536|сънѣдь|2|сънѣдь|снедь||||||||||133684|Nb|4|5|true||"снѣтъ|снѣдь|сънѣдь|снѣд"
1558|1537|разгънати|2|разгънати|разогнать||||||||||133813|V-|4|5|true|разъгна|"разгнахомъ|ражденеть|разъгна|разгналъ"
1559|1538|изъѣхати|2|изъѣхати||0.6666666667|||||||||133842|V-|4|5|true|"изъѣхахом|изъѥхаша|ізъѣхаша"|"изъѣхахом|изъѥхаша|ізъѣхаша|изъѣхалъ"
1560|1539|пожарьныи|2|пожарьныи|пожарный||||||||||134142|A-|4|5|true||"пожарные|пожарная|пожарного"
1561|1542|процвьсти|2|процвьсти|процвести||||||||||134231|V-|4|5|true|процвьтеть|"процветшю|процвьтеть|процвѣте"
1562|1545|наслѣдие|2|наслѣдие|наследие|0.5|||||||||134382|Nb|4|5|false|наслѣдья|"наслѣдья|наслѣдиѥ|наслѣдие|наслѣдїе"
1563|1550|полугривьна|2|полугривьна|полугривна||||||||||154143|Nb|4|5|true||"полугривнѣ|полугрівнѣ|полугрв҃нѣ|полꙋгривне"
1564|1552|съкладывати|2|съкладывати|складывать||||||||||154211|V-|4|5|true||"складывати|складываемъ|складываѥмъ"
1565|1554|отъбити|2|отъбити|отбить|0.6428571429|||||||||154236|V-|4|5|true|ѿбьють|"ѿбьють|ѿби|ѿбиша|ѿбили"
1566|1555|гостиньць|2|гостиньць|гостинец|0.2222222222|||||||||154237|Nb|4|5|true||"гостиныцѣ|гостиньцы|гостинца|гостинцы"
1567|1800|съгадати|2|съгадати|||||||||||156392|V-|4|4|true||"согадаво|згадати|згадавше|съгадавъ"
1568|1801|вьршь|2|вьршь|||||||вершь too archaic, I'd say|ok|||156507|Nb|4|4|true||"верешь|вьрьшь|вьршь"
1569|1802|полътина|2|полътина|полтина||||||||||156522|Nb|4|4|true||"полтину|полтина"
1570|1803|сукъно|2|сукъно|сукно||||||||||156559|Nb|4|4|true||"сукне|сѹкна|сꙋкно"
1571|1804|умилосьрдити|2|умилосьрдити|умилосердить||||||||||156560|V-|4|4|true||"уомилоседри|ѹмилосрьдивъши|ѹмлсрди|оумлсрдившоу"
1572|1805|причастьныи|2|причастьныи|причастный|0.1818181818|||||||||156574|A-|4|4|true||"причастенъ|причастнѹю"
1573|1806|крьстообразьно|2|крьстообразьно|крестообразно|0.1428571429|||||||||156599|Df|4|4|true||"крстаѡбразно|крстоѡбразно|крстаобразно"
1574|1807|съгрѣти|2|съгрѣти|согреть|0.4285714286|||||||||156643|V-|4|4|true||"согрѣи|согрѣвъ|согрѣя"
1575|1808|прѣдъпоставити|2|прѣдъпоставити|||||||||||156707|V-|4|4|true||"предпоставѧт|предпоставленѹю|предпоставиши"
1576|1809|боголюбьць|2|боголюбьць|боголюбец|0.7857142857|||||||||156712|Nb|4|4|true|бо҃любьцѧ|"бг҃облюбцевъ|бо҃любьцѧ|бг҃олюбче|бг҃ѡлюбцы"
1577|1810|прѣдъстати|2|прѣдъстати|предстать||||||||||156742|V-|4|4|true|предъста|"предстанѹт|предъста|предста"
1578|1811|бесчиние|2|бесчиние|бесчиние|0.7727272727|||||||||156748|Nb|4|4|false|бещинья|"бесчинїѧ|бесчинїе|безчинїѧ|бещинья"
1579|1812|прѣсьныи|2|прѣсьныи|пресный||||||||||156752|A-|4|4|true||"прѣсно|преснои|пресного|прѣсная"
1580|1813|възлогати|2|възлогати|возлагать|0.3333333333||||||we have a weird lemma form here, all occurrences support our form, but it's Domostroj|||156756|V-|4|4|true||"возлогати|возлогай"
1581|1814|павечерьница|2|павечерьница||0.4166666667|||||||||156761|Nb|4|4|true||"павечернїца|павечерница|павечерницѣ"
1582|1815|благодѣньство|2|благодѣньство||0.6153846154|||||||||156896|Nb|4|4|true||"бл҃годѣньствѣ|бл҃годеньстве|бл҃гѡдн҃ьство"
1583|1816|мастерьство|2|мастерьство|мастерство|0.0909090909|||||||||156920|Nb|4|4|true||"мастерьство|мастерство|мастерьствѣ|мастертва"
1584|1817|съдѣвати|2|съдѣвати|||||||||||156935|V-|4|4|true|съдѣваѥта|"содѣвающѹ|содѣвают|съдѣваѥта|содѣвающе"
1585|1818|сквьрнословие|2|сквьрнословие|сквернословие|0.9230769231|||||||||156938|Nb|4|4|true||"сквернословїе|сквернословие"
1586|1819|любъвьныи|2|любъвьныи|любовный|0.8181818182|||||||||156962|A-|4|4|true||"любовнѹ|любовно|любовенъ|любовнаго"
1587|1820|чьстьнькыи|2|чьстьнькыи|чистенький|0.4|||||||||156991|A-|4|4|true||"чистенко|чистенько|чисьтенько"
1588|1821|вьседьневьныи|2|вьседьневьныи||0.4615384615|||||||||157004|A-|4|4|true||"вседневномъ|вседневное|вседн҃ьнѹю"
1589|1822|грабление|2|грабление||0.4444444444|||||||||157042|Nb|4|4|false|грабленьꙗ|"грабленїѧ|грабленїем|граблении|грабленьꙗ"
1590|1823|душетьлѣньныи|2|душетьлѣньныи||0.8235294118|||||||||157054|A-|4|4|true||"дш҃етлѣнныхъ|дш҃етлѣнныѧ|дш҃етленных|дш҃етленнаго"
1591|1824|поздьно|2|поздьно|поздно|0.1428571429|||||||||157087|Df|4|4|true||"поздно|позно"
1592|1825|нужьникъ|2|нужьникъ|нужник|0.95|||||||||157136|Nb|4|4|true||"нѹжницы|нужници"
1593|1826|сусѣдьство|2|сусѣдьство|соседство|0.3|||||||||157139|Nb|4|4|true||"сѹседьсьтве|сосѣдьствѣ|сѹсѣдьство|сѹсѣдстве"
1594|1827|съмечати|2|съмечати||0.75|||||||||157186|V-|4|4|true||"смечат|смечаетъ|смечати"
1595|1828|пивьныи|2|пивьныи|пивной|0.4285714286|||||||||157259|A-|4|4|true||"пивнои|пивнаѧ|пивные|пивной"
1596|1829|бьрати|2|бьрати|брать|0.3333333333|||||||||157267|V-|4|4|true||брати
1597|1830|прибьрати|2|прибьрати|прибрать|0.2222222222|||||||||157317|V-|4|4|true||"прибрано|приберешъ|приберет"
1598|1831|мѣлъкыи|2|мѣлъкыи|мелкий|0.5714285714|||||||||157318|A-|4|4|true||"мѣлкое|мелкѹю|мѣлко|мелкие"
1599|1832|мѣшьчькъ|2|мѣшьчькъ|мешочек|0.5|||||||||157319|Nb|4|4|true||"мешечках|мешечке"
1600|1833|съсуда|2|съсуда||0.3333333333|||||||||157367|Nb|4|4|true||"ссѹда|ссѹды|ссѹдѣ"
1601|1834|бездѣльныи|2|бездѣльныи|бездельный|0.5454545455|||||||||157391|A-|4|4|true||"безделные|бездѣлны|бездѣлен|бездѣден"
1602|1835|съсылати|2|съсылати|ссылать||||||||||157399|V-|4|4|true||"ссылат|ссылают|съсꙑлаюче|сылати"
1603|1836|съяти|2|съяти|снять||||||снять?|yes|||157426|V-|4|4|true|съꙗша|"соимѧ|съꙗша|соиметь"
1604|1837|съвьрстьныи|2|съвьрстьныи||0.9230769231|||||||||157480|A-|4|4|true||"сверстнои|сверстномѹ|съврьстьнии|съвьрьстьныимъ"
1605|1838|невѣжьство|2|невѣжьство|невежество|0.2|||||||||157481|Nb|4|4|true||"невѣжества|невежьствѣ|невѣжество"
1606|1839|ставьць|2|ставьць|ставец|0.8571428571|||||||||157498|Nb|4|4|true||"ставцы|ставцами"
1607|1840|лъжька|2|лъжька|ложка|0.3333333333|||||||||157499|Nb|4|4|true||"лошки|лошку"
1608|1841|лишьнии|2|лишьнии|лишний|0.2857142857|||||||||157576|A-|4|4|true||"лишнее|лишьнево|лишнїи"
1609|1842|налити|2|налити|налить|0.1666666667|||||||||157646|V-|4|4|false|"нальет|нальетъ"|"нальет|нальетъ|налито|налилъ"
1610|1843|листье|2|листье||0.7368421053|||||||||157699|Nb|4|4|true|листьѧ|"листье|листые|листьѧ"
1611|1844|покърмити|2|покърмити|покормить|0.2222222222|||||||||157722|V-|4|4|true||"покормить|покормят|покормлю"
1612|1845|въмѣстѣ|2|въмѣстѣ|вместе|0.4285714286|||||||||157783|Df|4|4|true||вмѣсте
1613|1846|рѣдъкыи|2|рѣдъкыи|редкий||||||||||157833|A-|4|4|true||"ретка|рѣтко|рѣткои|рѣдцїи"
1614|1847|пивьце|2|пивьце||0.5|||||||||157856|Nb|4|4|true||"пивцо|пивца"
1615|1848|допълнивати|2|допълнивати||0.3636363636|||||||||157958|V-|4|4|true||"дополнївати|дополнивати"
1616|1849|съзирати|2|съзирати|||||||||||157997|V-|4|4|true|"съзирахѹ|съѕирахоу"|"ззирати|сзирает|съзирахѹ|съѕирахоу"
1617|1850|сълечи|2|сълечи|слечь|0.9285714286|||||||||158005|V-|4|4|true||слегло
1618|1851|коньскыи|2|коньскыи|конский|0.375|||||||||158077|A-|4|4|true||"коньской|коньскую|конʼскым|конʼскаѧ"
1619|1852|подътекати|2|подътекати|подтекать|0.2|||||||||158156|V-|4|4|true|подътекает|"поттекаетъ|подътекает|подътекала|подтекала"
1620|1853|дължьникъ|2|дължьникъ|должник|0.3333333333|||||||||158219|Nb|4|4|true||"должникомъ|должници|длжника|длъжникъ"
1621|1854|заступьница|2|заступьница|заступница|0.4545454545|||||||||158284|Nb|4|4|true||"застѹпнице|застѹпницы|заступницю|застꙋпницꙋ"
1622|1855|умильныи|2|умильныи|умильный|0.4166666667|||||||||158312|A-|4|4|true||"оумилне|умилне|умилны"
1623|1856|мълва|2|мълва|молва|0.2|||||||||158314|Nb|4|4|true|мълвы|"молва|мълвы|млъва"
1624|1857|гладьныи|2|гладьныи|голодный|0.5|||||South/East issue||||158325|A-|4|4|true||"гладных|гладьное|гладны"
1625|1858|прѣдъреченыи|2|прѣдъреченыи|предреченный||||||||||158380|A-|4|4|true||"предреченнаѧ|предреченныѧ|предреченнѹю|предреченныхъ"
1626|1859|осужение|2|осужение|осуждение|0.1111111111|||||South/East issue||||158752|Nb|4|4|false|ѡсуженья|"ѡсуженья|осуждении|ѡсуждение|осꙋжнїѧ"
1627|1860|златьникъ|2|златьникъ|золотник|0.7142857143|||||South/East issue||||158757|Nb|4|4|true|златникъ.|"златникъ|златникъ.|златницехъ"
1628|1861|съвезти|2|съвезти|свезти||||||||||158768|V-|4|4|true|съвезоша|"съвезоша|свезли|свези"
1629|1862|багъряныи|2|багъряныи|багряный|0.7777777778|||||||||158807|A-|4|4|true||"багрѧна|багрѧную|багрѧнъ|багряная"
1630|1863|вьрху|2|вьрху||1||||||not a match, no prefix in OES|||158840|R-|4|4|true||"верху|вьрхѹ|врьхѹ|връху"
1631|1864|единосущьныи|2|единосущьныи|единосущный|0.1666666667|||||||||158855|A-|4|4|true||"единосущну|единосущною|единосѹщнѹю|единосоущнѣи"
1632|1865|съпасти|2|съпасти|спасть||||||||||158977|V-|4|4|true||"спаде|спадъшемь|спад|спадоша"
1633|1866|подъимати|2|подъимати|поднимать, подымать||||||||||159001|V-|4|4|true|подъемлеть|"подъемлеть|подъимати|подымають|подымат"
1634|1867|съжьдати|2|съжьдати|||||||||||159003|V-|4|4|true||"сожжемъ|сжидающа|сожда|ѕиждаи"
1635|1868|золотовьрхыи|2|золотовьрхыи|золотоверхий|0.25|||||||||159058|A-|4|4|true||"золотоверхая|золотоверхаꙗ|золотоверсѣи|золотоверхое"
1636|1869|посадьничити|2|посадьничити|||||||||||159106|V-|4|4|true||"посадницитъ|посадницити"
1637|1870|мясопустьныи|2|мясопустьныи|мясопустный||||||||||159163|A-|4|4|true||"мѧс҃пѹс҃ю|мѧс҃пѹс҃нѹю|мѧсопусное"
1638|1871|растьрзати|2|растьрзати|растерзать||||||||||159215|V-|4|4|true|растьрза|"растьрза|растьрзавъши|растерзавъ|растерза"
1639|1872|распутие|2|распутие|распутье||||||||||159234|Nb|4|4|false|распѹтьꙗ|"распѹтьꙗ|роспѹтиꙗ|распутияхъ|распꙋтіѧ"
1640|1873|нѣкъдѣ|2|нѣкъдѣ|негде|0.6666666667|||||||||159245|Df|4|4|true||"негде|негдѣ|нѣгдѣ|нѣгде"
1641|1874|дорогъвь|2|дорогъвь|||||||||||159297|Nb|4|4|true||"дорогъ вь|дорогъвь|дороговь"
1642|1875|полудьнь|2|полудьнь||||||||maybe drop?|||159362|Nb|4|4|true||"полъдн҃и|полудни|пѡлдни"
1643|1876|стълпьникъ|2|стълпьникъ|столпник||||||||||159398|Nb|4|4|true|стълъпника|"стълъпника|стол꙽пникъ|стлъпникъ"
1644|1877|полъночь|2|полъночь|полночь||||||||||159544|Nb|4|4|true||"полѹноци|плъночи|полуночи"
1645|1878|бесцѣньныи|2|бесцѣньныи|бесценный||||||||||159559|A-|4|4|true||"бесцѣньнꙑми|бесцѣнꙑꙗ|бесцѣньнꙑхъ|безъцѣньнами"
1646|1879|онъполовьць|2|онъполовьць|||||||||||159717|Nb|4|4|true|онꙑхъполовиць|"ониполовїци|ониполовици|онꙑхъполовиць"
1647|1880|потъпътати|2|потъпътати|потоптать||||||||||159768|V-|4|4|true|потъпташа|"потъпташа|потопташа"
1648|1881|павьловъ|2|павьловъ|Павлов|0.375|||||||||159791|A-|4|4|true||"павловъ|павлова|Павлово|Павлова"
1649|1882|отъступати|2|отъступати|отступать|0.2|||||||||159876|V-|4|4|true||"ѿстѹпаю|ѿстѹпаем|ѿступаи|ѿстꙋпаше"
1650|1883|прусьскыи|2|прусьскыи|прусский||||||||||159896|A-|4|4|true||"просьскои|прѹсьскоі|Прꙋскую|прꙋскомꙋ"
1651|1884|тъска|2|тъска|тоска||||||||||159913|Nb|4|4|true||"тъска|Тоска|тоска|тоску"
1652|1885|вихъръ|2|вихъръ|вихрь, вихор, вихорь||||||||||159957|Nb|4|4|true||"вихромъ|вихромь|вихръ"
1653|1886|възврѣщи|2|възврѣщи||0.7777777778|||||||||160103|V-|4|4|true|възверже|"възверже|възвьрзи|возверзе|возверѕи"
1654|1887|прѣдътеча|2|прѣдътеча|предтеча||||||||||160366|Nb|4|4|true||"прдтчи|прдтча|прдтчю"
1655|1888|пълчище|2|пълчище|||||||||||160422|Nb|4|4|true||"полчище|полчищѣ|полчищи"
1656|1889|съпрашати|2|съпрашати|||||||||||160448|V-|4|4|true||"спрашавъ|спрошалъ|спрошали"
1657|1890|издыхание|2|издыхание|издыхание|0.2222222222|||||||||160677|Nb|4|4|false|издыханьꙗ|"издыханьꙗ|издыханиꙗ|издыханїѧ|издыханїа"
1658|1891|развратьникъ|2|развратьникъ|развратник||||||||||160780|Nb|4|4|true||"развратниковъ|развратникъ|развратникы"
1659|1892|сьрпъ|2|сьрпъ|серп||||||||||160810|Nb|4|4|true||"серпъ|серпы|серпомъ"
1660|1893|съсѣсти|2|съсѣсти|||||||||||160872|V-|4|4|true|съсѣде|"съсѣдше|съсѣде|съсѣдъ|съсѣдъше"
1661|1894|съставляти|2|съставляти|составлять||||||||||160951|V-|4|4|true||"съставлѧти|составляетъ|составлѧти|составлѧхꙋ"
1662|1895|подвижьныи|2|подвижьныи|подвижный||||||||||161406|A-|4|4|true||"подвижьнѣи|подвижьноѥ|подвиженъ|подвижным"
