torot_word|pos|morph_tag|deep_cleaned|lemma_id|lemma|sentence_id|pres_before|pres_after|text_id|subtitle_id
а̄лч҅ѫщиі|V-|-pppamn-wi|алчѫштіі|1889|алъкати|5001239|| |10|46
нъинѣ|Df|---------n|нъінѣ|289|нꙑнѣ|5001239|| |10|46
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001239|| |10|46
ті|Pp|-p---mn--i|ті|304|тꙑ|5001239|| |10|46
насъітѧтъ|V-|3ppia----i|насъітѧтъ|620|насꙑтити|5001239|| |10|46
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001239|| · |10|46
Блажени|A-|-p---mnpsi|блажені|525|блаженъ|5001239|| |10|46
плачѭщиӣ|V-|-pppamn-wi|плачѫштіі|1048|плакати#1|5001239|| |10|46
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001239|| |10|46
н̄н̄ѣ|Ne|-s---ml--i|ннѣ|0|FIXME|5001239|| · |10|46
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001239|| |10|46
въсм̄ѣете|V-|2ppia----i|въсмѣете|2653|въсмиꙗти|5001239|| |10|46
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001239|| ·|10|46
Блажени|A-|-p---mnpsi|блажені|525|блаженъ|5001240| | |10|46
бѫдете|V-|2pfia----i|бѫдете|18|бꙑти|5001240|| · |10|46
Е̄гда|Dq|---------n|егда|300|ѥгда|5001240|| |10|46
възненавидѧт|V-|3ppia----i|възненавідѧт|738|възненавидѣти|5001240|| |10|46
въі|Pp|2p---qa--i|въі|266|вꙑ|5001240|| |10|46
ч҃лци|Nb|-p---mn--i|члці|211|чловѣкъ|5001240|| · |10|46
ӣ|C-|---------n|і|13|и|5001240|| |10|46
е̄гда|Dq|---------n|егда|300|ѥгда|5001240|| |10|46
разлѫчѧт|V-|3ppia----i|разлѫчѧт|1166|разлѫчити|5001240|| ⁛ |10|46
въи|Pp|2p---pa--i|въі|266|вꙑ|5001240|| · ⁛ |10|46
и|C-|---------n|і|13|и|5001240|| |10|46
пронесѫтъ|V-|3ppia----i|пронесѫтъ|2654|пронести|5001240|| |10|46
ӣмѧ|Nb|-s---na--i|імѧ|441|имѧ|5001240|| |10|46
ваше|Ps|2s---na--i|ваше|720|вашь|5001240|| |10|46
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001240|| |10|46
зьло|A-|-s---napsi|зьло|521|зълъ|5001240|| · |10|46
с҃на|Nb|-s---mg--i|сна|341|сꙑнъ#1|5001240|| |10|46
ч҃лчѣ|Nb|-s---mg--i|члчѣ|0|FIXME|5001240|| |10|46
раді|R-|---------n|раді|559|ради|5001240|| ·|10|46
Въздрадѹӣте|V-|2ppma----i|въздрадоуіте|2339|въздрадовати|5001241| | |10|46
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001241|| |10|46
въ|R-|---------n|въ|111|въ|5001241|| |10|46
тъ|Pd|-s---ma--i|тъ|105|тъ|5001241|| |10|46
день|Nb|-s---ma--i|день|522|дьнь|5001241|| |10|46
ӣ|C-|---------n|і|13|и|5001241|| |10|46
възиграӣте|V-|2ppma----i|възіграіте|2441|възиграти|5001241|| · |10|46
Се|Pk|3s---qa--i|се|21|себе|5001241|| |10|46
мьзда|Nb|-s---fn--i|мьзда|747|мьзда|5001241|| |10|46
ва$ш@|Ps|1s---mn--i|ваш|0|FIXME|5001241|| |10|46
мн҅ога|A-|-s---fnpsi|многа|49|мъногъ|5001241|| |10|46
на|R-|---------n|на|117|на|5001241|| |10|46
н$б@сх|Nb|-p---nl--i|нбсх|209|небо|5001241|| ·: —|10|46
на|R-|---------n|на|117|на|5001242| | |10|46
н҃ебсхъ|Nb|-p---nl--i|небсхъ|209|небо|5001242|| ⁛|10|46
Ѣ̄коже|Dq|---------n|ѣкоже|88|ꙗкоже|5001243| | |10|46
хощете|V-|2ppia----i|хоштете|301|хотѣти|5001243|| |10|46
да|G-|---------n|да|366|да|5001243|| |10|46
творѧтъ|V-|3ppia----i|творѧтъ|636|творити|5001243|| |10|46
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5001243|| |10|46
ч҃лці|Nb|-p---mn--i|члці|211|чловѣкъ|5001243|| · |10|46
ӣ|C-|---------n|і|13|и|5001243|| |10|46
въі|Pp|2p---pn--i|въі|266|вꙑ|5001243|| |10|46
творіте|V-|2ppma----i|творіте|636|творити|5001243|| |10|46
ӣмъ|Pp|3p---md--i|імъ|64|и|5001243|| |10|46
такожд̄е|Df|---------n|такожде|255|такожде|5001243|| ·|10|46
И|C-|---------n|і|13|и|5001244| |҅ |10|46
а̄ще|G-|---------n|аште|248|аще|5001244|| |10|46
любіте|V-|2ppia----i|любіте|740|любити|5001244|| |10|46
любѧщѧѩ̄|V-|-pppapa-wi|любѧштѧѧ|740|любити|5001244|| |10|46
въі|Pp|2p---pa--i|въі|266|вꙑ|5001244|| · |10|46
каѣ̄|Pi|-s---fn--i|каѣ|267|кꙑи|5001244|| |10|46
вамъ|Pp|2p---pd--i|вамъ|266|вꙑ|5001244|| |10|46
хвала|Nb|-s---fn--i|хвала|429|хвала|5001244|| |10|46
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5001244|| · |10|46
ӣбо|Df|---------n|ібо|953|ибо|5001244|| |10|46
ӣ|C-|---------n|і|13|и|5001244|| |10|46
грѣшъници|Nb|-p---mn--i|грѣшъніці|507|грѣшьникъ|5001244|| · |10|46
любѧщѧѩ̄|V-|-pppapa-wi|любѧштѧѧ|740|любити|5001244|| |10|46
любѧтъ|V-|3ppia----i|любѧтъ|740|любити|5001244|| ·|10|46
ӣ|C-|---------n|і|13|и|5001245| | |10|46
а̄ще|G-|---------n|аште|248|аще|5001245|| |10|46
благотворите|V-|2ppia----i|благотворіте|2660|благотворити|5001245|| · |10|46
благотворѧщиӣм|V-|-pppamd-wi|благотворѧштіім|2660|благотворити|5001245|| |10|46
вамъ|Pp|2p---pd--i|вамъ|266|вꙑ|5001245|| |10|46
каѣ̄|Pi|-s---fn--i|каѣ|267|кꙑи|5001245|| |10|46
вамъ|Pp|2p---pd--i|вамъ|266|вꙑ|5001245|| |10|46
хвала|Nb|-s---fn--i|хвала|429|хвала|5001245|| |10|46
естъ|V-|3spia----i|естъ|18|бꙑти|5001245|| · |10|46
ӣбо|Df|---------n|ібо|953|ибо|5001245|| |10|46
ӣ|C-|---------n|і|13|и|5001245|| |10|46
грѣшьніци|Nb|-p---mn--i|грѣшьніці|507|грѣшьникъ|5001245|| |10|46
тожде|Pd|-s---na--i|тожде|155|тъжде|5001245|| |10|46
творѧтъ|V-|3ppia----i|творѧтъ|636|творити|5001245|| ·|10|46
ӣ|C-|---------n|і|13|и|5001246| | |10|46
а̄ще|G-|---------n|аште|248|аще|5001246|| |10|46
въ|R-|---------n|въ|111|въ|5001246|| |10|46
зае̄мъ|Nb|-s---ma--i|заемъ|2661|заимъ|5001246|| |10|46
дае̄те|V-|2ppia----i|даете|734|даꙗти|5001246|| |10|46
ѡ$т@|R-|---------n|от|80|отъ|5001246|| |10|46
нихже|Pr|-p---ng--i|ніхже|96|иже|5001246|| |10|46
чае̄те|V-|2ppia----i|чаете|1180|чаꙗти|5001246|| |10|46
въ|R-|---------n|въ|111|въ|5001246|| |10|46
спріѩ̄ті|V-|--pna----i|спріѧті|0|FIXME|5001246|| · |10|46
каѣ̄|Pi|-s---fn--i|каѣ|267|кꙑи|5001246|| |10|46
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5001246|| |10|46
хвала|Nb|-s---fn--i|хвала|429|хвала|5001246|| |10|46
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5001246|| · |10|46
ӣбо|Df|---------n|ібо|953|ибо|5001246|| |10|46
ӣ|C-|---------n|і|13|и|5001246|| |10|46
грѣшъниці|Nb|-p---mn--i|грѣшъніці|507|грѣшьникъ|5001246|| |10|46
грѣшъникомъ|Nb|-p---md--i|грѣшънікомъ|507|грѣшьникъ|5001246|| · |10|46
въ|R-|---------n|въ|111|въ|5001246|| |10|46
зае̄мъ|Nb|-s---ma--i|заемъ|2661|заимъ|5001246|| |10|46
даѭ̄тъ|V-|3ppia----i|даѭтъ|734|даꙗти|5001246|| · |10|46
да|G-|---------n|да|366|да|5001246|| |10|46
въсп҅риӣмѫтъ|V-|3ppia----i|въспріімѫтъ|772|въсприимати|5001246|| |10|46
равъно|A-|-s---napsi|равъно|1627|равьнъ|5001246|| ·|10|46
О̄баче|Df|---------n|обаче|180|обаче|5001247| | |10|46
любіте|V-|2ppma----i|любіте|740|любити|5001247|| |10|46
врагъи|Nb|-p---ma--i|врагъі|739|врагъ|5001247|| |10|46
вашѧ|Ps|2p---ma--i|вашѧ|720|вашь|5001247|| · |10|46
ӣ|C-|---------n|і|13|и|5001247|| |10|46
добро|A-|-s---napsi|добро|371|добръ|5001247|| |10|46
творіте|V-|2ppma----i|творіте|636|творити|5001247|| |10|46
ӥмъ|Pp|3p---md--i|імъ|64|и|5001247|| · |10|46
Ӣ|C-|---------n|і|13|и|5001247|| |10|46
въ|R-|---------n|въ|111|въ|5001247|| |10|46
заӣмъ|Nb|-s---ma--i|заімъ|2661|заимъ|5001247|| |10|46
дадіте|V-|2ppma----i|дадіте|116|дати|5001247|| · |10|46
ничесоже|Px|-s---ng--i|нічесоже|655|ничьтоже|5001247|| |10|46
не|Df|---------n|не|8|не|5001247|| |10|46
чаѭ̄ще|V-|-pppamn-si|чаѭште|1180|чаꙗти|5001247|| · |10|46
ӣ|C-|---------n|і|13|и|5001247|| |10|46
бѫдетъ|V-|3sfia----i|бѫдетъ|18|бꙑти|5001247|| |10|46
мъзда|Nb|-s---fn--i|мъзда|747|мьзда|5001247|| |10|46
ваша|Ps|2s---fn--i|ваша|720|вашь|5001247|| |10|46
мн̄ога|A-|-s---fnpsi|многа|49|мъногъ|5001247|| · |10|46
Ӣ|C-|---------n|і|13|и|5001247|| |10|46
бѫдете|V-|2pfia----i|бѫдете|18|бꙑти|5001247|| |10|46
с҃нове|Nb|-p---mn--i|снове|341|сꙑнъ#1|5001247|| |10|46
въішънѣа̄го|A-|-s---mgpwi|въішънѣаго|585|вꙑшьнь|5001247|| · |10|46
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001247|| |10|46
тъ|Pd|-s---mn--i|тъ|105|тъ|5001247|| |10|46
благъ|A-|-s---mnpsi|благъ|363|благъ|5001247|| |10|46
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5001247|| · |10|46
на|R-|---------n|на|117|на|5001247|| |10|46
невъзблаго|A-|-s---mnpwi|невъзблаго|2662|невъзблагодатьнъ|5001247|| |10|46
дѣтънъіѩ̄|A-|-s---fgpwi|дѣтънъіѧ|2227|дѣтьскъ|5001247|| · |10|46
ӣ|C-|---------n|і|13|и|5001247|| |10|46
зьлъіѩ̄|A-|-s---fgpwi|зьлъіѧ|521|зълъ|5001247|| ·|10|46
бѫдѣте|V-|2ppma----i|бѫдѣте|18|бꙑти|5001248| | |10|46
м҃$л@срді|A-|-p---mnpsi|млсрді|0|FIXME|5001248|| |10|46
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001248|| |10|46
ӣ|C-|---------n|і|13|и|5001248|| |10|46
о҃̄ць|Nb|-s---mn--i|оць|306|отьць|5001248|| |10|46
ваш|Ps|1s---mn--i|ваш|0|FIXME|5001248|| |10|46
м҃$л@срдъ|A-|-s---mnpsi|млсрдъ|0|FIXME|5001248|| |10|46
е̄ст҅ъ|V-|3spia----i|естъ|18|бꙑти|5001248|| ⁛ —|10|46
въніде|V-|3saia----i|въніде|380|вънити|5001249| | |10|47
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ|5001249|| |10|47
въ|R-|---------n|въ|111|въ|5001249|| |10|47
каперн̄аѹ̄м|Nb|-s---ma--i|капернаоум|0|FIXME|5001249|| ·|10|47
Сьтьникѹ|Nb|-s---md--i|сьтьнікоу|945|сътьникъ|5001250| | |10|47
же|Df|---------n|же|20|же|5001250|| |10|47
е̄дерѹ|Px|-s---od--i|едероу|0|FIXME|5001250|| |10|47
рабь|Nb|-s---mn--i|рабь|510|рабъ|5001250|| |10|47
зьлѣ|Df|-------p-i|зьлѣ|1465|зълѣ|5001250|| |10|47
болѧ|V-|-sppamn-si|болѧ|1042|болѣти|5001250|| |10|47
ѹ̄мираа̄ше|V-|3siia----i|оумірааше|2276|оумирати|5001250|| · |10|47
ꙇ̄же|Pr|-s---mn--i|іже|96|иже|5001250|| |10|47
бѣ|V-|3siia----i|бѣ|18|бꙑти|5001250|| |10|47
е̄мѹ|Pp|3s---md--i|емоу|64|и|5001250|| |10|47
чьстенъ|V-|-s---mnpsi|чьстенъ|529|чьстити|5001250|| ·|10|47
слъишавъ|V-|-supamn-si|слъішавъ|686|слꙑшати|5001251| | |10|47
же|Df|---------n|же|20|же|5001251|| |10|47
о̄|R-|---------n|о|1|о|5001251|| |10|47
и҃̄сѣ|Ne|-s---ml--i|ісѣ|343|исоусъ|5001251|| · |10|47
Посъла|V-|3saia----i|посъла|63|посълати|5001251|| |10|47
кь|R-|---------n|кь|59|къ|5001251|| |10|47
немѹ|Pp|3s---md--i|немоу|64|и|5001251|| · |10|47
старц̄ѧ|Nb|-p---ma--i|старцѧ|1435|старьць|5001251|| |10|47
людс҅къиѩ̄|A-|-p---mapwi|людскъіѧ|0|FIXME|5001251|| · |10|47
молѧ|V-|-sppamn-si|молѧ|409|молити|5001251|| |10|47
ӣ|C-|---------n|і|13|и|5001251|| |10|47
да|G-|---------n|да|366|да|5001251|| |10|47
прішедъ|V-|-supamn-si|прішедъ|221|прити|5001251|| |10|47
с҃псетъ|V-|3spia----i|спсетъ|508|съпасти#1|5001251|| |10|47
раба|Nb|-s---mg--i|раба|2438|раба|5001251|| |10|47
е̄го|Pp|3s---mg--i|его|64|и|5001251|| ·|10|47
о̄ни|Pd|-p---mn--i|оні|83|онъ|5001252| | |10|47
же|Df|---------n|же|20|же|5001252|| |10|47
пришедъше|V-|-pupamn-si|прішедъше|221|прити|5001252|| |10|47
кь|R-|---------n|кь|59|къ|5001252|| |10|47
и҃̄сви|Ne|-s---md--i|ісві|343|исоусъ|5001252|| · |10|47
м$л@ѣа̄хѫ|V-|3piia----i|млѣахѫ|0|FIXME|5001252|| |10|47
ӣ|C-|3s---ma--i|і|13|и|5001252|| |10|47
тьщъно|Df|-------p-i|тьштъно|2671|тъщьно|5001252|| · |10|47
г҃лще|V-|-pppamn-si|глште|102|глаголати|5001252|| |10|47
е̄мѹ|Pp|3s---md--i|емоу|64|и|5001252|| · |10|47
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001252|| |10|47
стоӣнъ|A-|-s---mnpsi|стоінъ|65|свѧтъ|5001252|| |10|47
е̄стъ|V-|3spia----i|естъ|18|бꙑти|5001252|| · |10|47
е̄же|Pr|-s---na--i|еже|96|иже|5001252|| |10|47
аще|G-|---------n|аште|248|аще|5001252|| |10|47
дасі|V-|2spia----i|дасі|116|дати|5001252|| |10|47
е̄мѹ|Pp|3s---md--i|емоу|64|и|5001252|| ·|10|47
любітъ|V-|3spia----i|любітъ|740|любити|5001253| | |10|47
бо|Df|---------n|бо|94|бо|5001253|| |10|47
ѩ̄зъікъ|Nb|-s---mn--i|ѧзъікъ|44|ѩзꙑкъ|5001253|| |10|47
нашь|Ps|1s---mn--i|нашь|338|нашь|5001253|| · |10|47
ӣ|C-|---------n|і|13|и|5001253|| |10|47
сьньміште|Nb|-s---na--i|сьньміште|760|съньмище|5001253|| |10|47
ть|Pd|-s---mn--i|ть|105|тъ|5001253|| · |10|47
сьзьда|V-|3saia----i|сьзьда|908|съзьдати|5001253|| |10|47
намъ|Pp|1p---qd--i|намъ|167|мꙑ|5001253|| ·|10|47
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ|5001254| | |10|47
же|Df|---------n|же|20|же|5001254|| |10|47
ӣдѣа̄ше|V-|3siia----i|ідѣаше|668|ити|5001254|| |10|47
сь|R-|---------n|сь|92|съ|5001254|| |10|47
німі|Pp|3p---mi--i|німі|64|и|5001254|| · |10|47
е̄ще|Df|---------n|еште|253|ѥще|5001254|| |10|47
же|Df|---------n|же|20|же|5001254|| |10|47
е̄мѹ|Pp|3s---md--i|емоу|64|и|5001254|| |10|47
ӣдѫщю|V-|-sppamd-si|ідѫштоу|668|ити|5001254|| |10|47
сь|R-|---------n|сь|92|съ|5001254|| |10|47
ними|Pp|3p---mi--i|німі|64|и|5001254|| |10|47
не|Df|---------n|не|8|не|5001254|| |10|47
далече|Df|-------p-i|далече|1015|далече|5001254|| |10|47
сѫштѹ|V-|-sppamd-si|сѫштоу|18|бꙑти|5001254|| |10|47
о$т@|R-|---------n|от|80|отъ|5001254|| |10|47
домѹ|Nb|-s---ml--i|домоу|374|домъ|5001254|| · |10|47
Посъла|V-|3saia----i|посъла|63|посълати|5001254|| |10|47
кь|R-|---------n|кь|59|къ|5001254|| |10|47
немѹ|Pp|3s---md--i|немоу|64|и|5001254|| |10|47
сьтьникъ|Nb|-s---mn--i|сьтьнікъ|945|сътьникъ|5001254|| |10|47
дрѹгаго|A-|-s---mg--i|дроугаго|133|дроугъ|5001254|| · |10|47
г$л@ѧ|V-|-sppamn-si|глѧ|102|глаголати|5001254|| |10|47
(е)мѹ|Pp|3s---md--i|емоу|64|и|5001254|| · |10|47
г҃и|Nb|-s---mv--i|гі|342|господь|5001254|| |10|47
не|Df|---------n|не|8|не|5001254|| |10|47
дв̄іжи|V-|2spma----i|двіжі|2156|двиѕати|5001254|| |10|47
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001254|| · |10|47
нѣсм̄ъ|V-|1spia----i|нѣсмъ|176|не бꙑти|5001254|| |10|47
бо|Df|---------n|бо|94|бо|5001254|| |10|47
достоӣнъ|A-|-s---mnpsi|достоінъ|495|достоинъ|5001254|| · |10|47
да|G-|---------n|да|366|да|5001254|| |10|47
подъ|R-|---------n|подъ|377|подъ|5001254|| |10|47
кровъ|Nb|-s---ma--i|кровъ|378|кровъ|5001254|| |10|47
моӣ|Ps|1s---ma--i|моі|446|мои|5001254|| |10|47
вънидеші|V-|2spia----i|вънідеші|380|вънити|5001254|| ·|10|47
Тѣмь|Pd|-s---ni--i|тѣмь|105|тъ|5001255| | |10|47
же|Df|---------n|же|20|же|5001255|| |10|47
ни|Df|---------n|ні|757|ни|5001255|| |10|47
себе|Pk|3s---qg--i|себе|21|себе|5001255|| |10|47
достоӣна|A-|-s---ogpsi|достоіна|495|достоинъ|5001255|| |10|47
сътворіхъ|V-|1saia----i|сътворіхъ|73|сътворити|5001255|| |10|47
пріті|V-|--pna----i|пріті|221|прити|5001255|| |10|47
кь|R-|---------n|кь|59|къ|5001255|| |10|47
тебѣ|Pp|2s---md--i|тебѣ|304|тꙑ|5001255|| · |10|47
нърьці|Nb|-p---mn--i|нърьці|0|FIXME|5001255|| |10|47
словомь|Nb|-s---ni--i|словомь|519|слово|5001255|| · |10|47
ӣцѣлѣе̄тъ|V-|3spia----i|іцѣлѣетъ|952|ицѣлѣти|5001255|| |10|47
о̄трокь|Nb|-s---mn--i|отрокь|946|отрокъ|5001255|| |10|47
мои|Ps|1s---mn--i|моі|446|мои|5001255||҅ ·|10|47
А̄зь|Pp|1s---mn--i|азь|439|азъ|5001256| | |10|47
бо|Df|---------n|бо|94|бо|5001256|| |10|47
ч҃лкъ|Nb|-s---mn--i|члкъ|211|чловѣкъ|5001256|| |10|47
е̄смъ̄|V-|1spia----i|есмъ|18|бꙑти|5001256|| |10|47
п$о@дъ|R-|---------n|подъ|377|подъ|5001256|| |10|47
властелі|Nb|-s---fl--i|властелі|2673|властель|5001256|| |10|47
ѹ̄чиненъ|V-|-suppmn-si|оучіненъ|2674|оучинити|5001256|| · |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
ӣмѣѩ̄|V-|-sppamn-si|імѣѧ|9|имѣти|5001256|| |10|47
подъ|R-|---------n|подъ|377|подъ|5001256|| |10|47
собоѭ̄|Pk|3s---qi--i|собоѭ|21|себе|5001256|| |10|47
воӣнъі|Nb|-p---ma--i|воінъі|954|воинъ|5001256|| · |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
г҃лѭ|V-|1spia----i|глѭ|102|глаголати|5001256|| |10|47
семѹ|Pd|-s---md--i|семоу|47|сь|5001256|| |10|47
ӣді|V-|2spma----i|іді|668|ити|5001256|| |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
ӣдетъ|V-|3spia----i|ідетъ|668|ити|5001256|| · |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
дрѹгѹмѹ|A-|-s---mdpwi|дроугоумоу|133|дроугъ|5001256|| |10|47
приді|V-|2spma----i|пріді|221|прити|5001256|| |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
прідет|V-|3sfia----i|прідет|221|прити|5001256|| · |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
рабѹ|Nb|-s---md--i|рабоу|510|рабъ|5001256|| |10|47
мое̄мѹ|Ps|1s---md--i|моемоу|446|мои|5001256|| · |10|47
сьтворі|V-|3saia----i|сьтворі|73|сътворити|5001256|| |10|47
се|Pk|-s---na--i|се|21|себе|5001256|| |10|47
ӣ|C-|---------n|і|13|и|5001256|| |10|47
сътворитъ|V-|3spia----i|сътворітъ|73|сътворити|5001256|| ·|10|47
слъішавъ|V-|-supamn-si|слъішавъ|686|слꙑшати|5001257| | |10|47
же|Df|---------n|же|20|же|5001257|| |10|47
се|Pd|-s---na--i|се|47|сь|5001257|| |10|47
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ|5001257|| · |10|47
чюді|V-|3saia----i|чоуді|1004|чоудити|5001257|| |10|47
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001257|| |10|47
е̄мѹ|Pp|3s---md--i|емоу|64|и|5001257|| · |10|47
ӣ|C-|---------n|і|13|и|5001257|| |10|47
о҅браштъ|V-|-supamn-si|обраштъ|624|обратити|5001257|| |10|47
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001257|| |10|47
послѣдѹѭ̄щѹмѹ|V-|-sppaod-wi|послѣдоуѭштоумоу|2270|послѣдовати|5001257|| |10|47
народѹ|Nb|-s---md--i|народоу|626|народъ|5001257|| |10|47
рече|V-|3saia----i|рече|106|рещи|5001257|| · |10|47
А҅ми$н@|I-|---------n|амін|298|аминъ|5001257|| |10|47
г҃лѭ|V-|1spia----i|глѭ|102|глаголати|5001257|| |10|47
вам|Pp|2p---md--i|вам|266|вꙑ|5001257|| · |10|47
ни|C-|---------n|ні|157|ни|5001257|| |10|47
въ|R-|---------n|въ|111|въ|5001257|| |10|47
и҃̄злі|Ne|-s---ml--i|ізлі|312|издраиль|5001257|| |10|47
толикъі|Pd|-s---fg--i|толікъі|956|толикъ|5001257|| |10|47
вѣръі|Nb|-s---fg--i|вѣръі|505|вѣра|5001257|| |10|47
о̄брѣтъ|V-|1saia----i|обрѣтъ|225|обрѣсти|5001257|| ·|10|47
Ӣ|C-|---------n|і|13|и|5001258| | |10|47
възвращъше|V-|-pupamn-si|възвраштъше|966|възвратити|5001258|| |10|47
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001258|| |10|47
въ|R-|---------n|въ|111|въ|5001258|| |10|47
домъ|Nb|-s---ma--i|домъ|374|домъ|5001258|| |10|47
посьланіӣ|Nb|-puppmn-wi|посьланіі|3967|посъланиѥ|5001258|| · |10|47
о̄брѣтѫ|V-|3paia----i|обрѣтѫ|225|обрѣсти|5001258|| |10|47
болѧщаа̄го|V-|-sppaog-wi|болѧштааго|1042|болѣти|5001258|| |10|47
раба|Nb|-s---mg--i|раба|2438|раба|5001258|| |10|47
ӣцѣлѣвъша|V-|-supamg-si|іцѣлѣвъша|952|ицѣлѣти|5001258|| ⁛ · —|10|47
ӣдѣа̄ше|V-|3siia----i|ідѣаше|668|ити|5001259| | |10|47
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ|5001259|| |10|47
въ|R-|---------n|въ|111|въ|5001259|| |10|47
градъ|Nb|-s---ma--i|градъ|715|градъ|5001259|| |10|47
наріцае̄мъі|V-|-spppma-wi|наріцаемъі|68|нарицати|5001259|| |10|47
наӣнъ|Ne|---------n|наінъ|2675|наинъ|5001259|| · |10|47
Ӣ|C-|---------n|і|13|и|5001259|| |10|47
сь|Pd|---------n|сь|47|сь|5001259|| |10|47
нимъ|Pp|3s---mi--i|німъ|64|и|5001259|| |10|47
ӣдѣа̄хѫ|V-|3piia----i|ідѣахѫ|668|ити|5001259|| |10|47
ѹ̄чениці|Nb|-p---mn--i|оученіці|359|оученикъ|5001259|| |10|47
е̄го|Pp|3s---mg--i|его|64|и|5001259|| · |10|47
ӣ|C-|---------n|і|13|и|5001259|| |10|47
народъ|Nb|-s---mn--i|народъ|626|народъ|5001259|| |10|47
мъногъ|A-|-s---mnpsi|мъногъ|49|мъногъ|5001259|| ·|10|47
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5001260| | |10|47
же|Df|---------n|же|20|же|5001260|| |10|47
прібліжишѧ|V-|3paia----i|прібліжішѧ|1116|приближити|5001260|| |10|47
сѧ|Pk|3s---qa--i|сѧ|21|себе|5001260|| |10|47
кь|R-|---------n|кь|59|къ|5001260|| |10|47
вратом|Pd|-s---nl--i|вратом|0|FIXME|5001260|| |10|47
града|Nb|-s---mg--i|града|715|градъ|5001260|| · |10|47
Ӣ|C-|---------n|і|13|и|5001260|| |10|47
се|Pd|---------n|се|47|сь|5001260|| |10|47
ӣзношаа̄хѫ|V-|3piia----i|ізношаахѫ|1281|износити|5001260|| |10|47
ѹ̄мерш̄а|V-|-s---mgpsi|оумерша|1065|оумрѣти|5001260|| · |10|47
с҃на|Nb|-s---mg--i|сна|341|сꙑнъ#1|5001260|| |10|47
е̄діночѧда|A-|-s---fnpsi|едіночѧда|340|ѥдиночѧдъ|5001260|| · |10|47
м҃трі|Nb|-s---fd--i|мтрі|0|FIXME|5001260|| |10|47
свое̄ӣ|Pt|3s---fd--i|своеі|217|свои|5001260|| · |10|47
ӣ|C-|---------n|і|13|и|5001260|| |10|47
та|Pd|-s---fn--i|та|105|тъ|5001260|| |10|47
бѣ|V-|3siia----i|бѣ|18|бꙑти|5001260|| |10|47
въдова|Nb|-s---fn--i|въдова|2496|вьдова|5001260|| · |10|47
Ӣ|C-|---------n|і|13|и|5001260|| |10|47
народъ|Nb|-s---mn--i|народъ|626|народъ|5001260|| |10|47
о$т@|R-|---------n|от|80|отъ|5001260|| |10|47
града|Nb|-s---mg--i|града|715|градъ|5001260|| · |10|47
бѣ|V-|3siia----i|бѣ|18|бꙑти|5001260|| |10|47
мьногь|A-|-s---nnpsi|мьногь|49|мъногъ|5001260|| |10|47
сь|R-|---------n|сь|92|съ|5001260|| |10|47
неѭ̄|Pp|3s---fi--i|неѭ|64|и|5001260|| ·|10|47
ӣ|C-|---------n|і|13|и|5001261| | |10|47
відѣвъ|V-|-supamn-si|відѣвъ|478|видѣти|5001261|| |10|47
ѭ̄|Pp|3s---fa--i|ѭ|64|и|5001261|| |10|47
г҃ь|Nb|-s---mn--i|гь|342|господь|5001261|| · |10|47
м҃$л@срдова|V-|3saia----i|млсрдова|0|FIXME|5001261|| |10|47
ѭ|Pp|3s---fa--i|ѭ|64|и|5001261||҅ · |10|47
ӣ|C-|---------n|і|13|и|5001261|| |10|47
рече|V-|3saia----i|рече|106|рещи|5001261|| |10|47
е̄ӣ|Pp|3s---fd--i|еі|64|и|5001261|| · |10|47
Не|Df|---------n|не|8|не|5001261|| |10|47
плачісѧ|V-|3paia----i|плачісѧ|1048|плакати#1|5001261|| ·|10|47
Ӣ|C-|---------n|і|13|и|5001262| | |10|47
